Country,Date,avg_rain,avg_temp,Pest
Turkey,2002,593.0,19.54,27915.0
Turkey,2002,593.0,10.81,27915.0
Turkey,2002,593.0,12.24,27915.0
Turkey,2002,593.0,14.51,27915.0
Turkey,2002,593.0,18.18,27915.0
Uganda,2002,1180.0,23.99,88.0
Ukraine,2002,565.0,8.87,17486.64
United Kingdom,2002,1220.0,9.78,30995.26
United Kingdom,2002,1220.0,10.28,30995.26
United Kingdom,2002,1220.0,10.28,30995.26
United Kingdom,2002,1220.0,8.76,30995.26
United Kingdom,2002,1220.0,10.91,30995.26
Uruguay,2002,1300.0,17.06,5184.5
Zambia,2002,1020.0,21.55,1670.0
Zimbabwe,2002,657.0,21.08,3023.72
Albania,2004,1485.0,16.16,817.68
Algeria,2004,89.0,17.38,3747.86
Angola,2004,1010.0,24.22,40.0
Argentina,2004,591.0,17.67,65003.34
Argentina,2004,591.0,18.11,65003.34
Armenia,2004,562.0,9.55,204.77
Australia,2004,534.0,16.64,36276.0
Australia,2004,534.0,20.42,36276.0
Australia,2004,534.0,12.35,36276.0
Australia,2004,534.0,13.74,36276.0
Australia,2004,534.0,18.87,36276.0
Australia,2004,534.0,17.87,36276.0
Austria,2004,1110.0,8.76,3301.7
Azerbaijan,2004,447.0,12.76,148.68
Bahamas,2004,1292.0,25.46,269.66
Bahrain,2004,83.0,27.07,12.24
Bangladesh,2004,2666.0,26.14,5587.81
Bangladesh,2004,2666.0,26.14,5587.81
Belarus,2004,618.0,6.49,8306.31
Belgium,2004,847.0,10.94,9186.0
Botswana,2004,416.0,19.41,17.0
Brazil,2004,1761.0,21.59,214725.0
Brazil,2004,1761.0,20.05,214725.0
Brazil,2004,1761.0,17.88,214725.0
Brazil,2004,1761.0,17.88,214725.0
Brazil,2004,1761.0,27.72,214725.0
Brazil,2004,1761.0,20.05,214725.0
Brazil,2004,1761.0,27.24,214725.0
Brazil,2004,1761.0,18.75,214725.0
Brazil,2004,1761.0,25.94,214725.0
Brazil,2004,1761.0,24.24,214725.0
Brazil,2004,1761.0,25.37,214725.0
Bulgaria,2004,608.0,9.18,2361.0
Burkina Faso,2004,748.0,28.9,1.28
Burundi,2004,1274.0,21.71,508.26
Cameroon,2004,1604.0,25.42,849.48
Canada,2004,537.0,7.02,36138.0
Canada,2004,537.0,8.63,36138.0
Canada,2004,537.0,4.91,36138.0
Canada,2004,537.0,4.46,36138.0
Canada,2004,537.0,6.4,36138.0
Canada,2004,537.0,8.95,36138.0
Central African Republic,2004,1342.0,25.67,22.87
Chile,2004,1522.0,13.44,9830.72
Chile,2004,1522.0,6.32,9830.72
Colombia,2004,3240.0,27.3,105514.19
Colombia,2004,3240.0,22.63,105514.19
Croatia,2004,1113.0,10.06,2174.0
Denmark,2004,703.0,9.0,2899.0
Dominican Republic,2004,1410.0,26.83,3713.96
Dominican Republic,2004,1410.0,26.71,3713.96
Ecuador,2004,2274.0,22.04,29799.84
Ecuador,2004,2274.0,17.73,29799.84
Ecuador,2004,2274.0,22.33,29799.84
Egypt,2004,51.0,21.06,5363.0
Egypt,2004,51.0,22.08,5363.0
El Salvador,2004,1784.0,26.2,2078.01
Eritrea,2004,383.0,24.79,27.63
Estonia,2004,626.0,6.03,351.0
Finland,2004,536.0,5.4,1489.12
France,2004,867.0,11.34,76099.0
Germany,2004,700.0,9.82,34930.37
Germany,2004,700.0,9.48,34930.37
Germany,2004,700.0,5.43,34930.37
Ghana,2004,1187.0,27.02,134.25
Greece,2004,652.0,18.07,11594.0
Guatemala,2004,1996.0,19.85,11959.92
Guinea,2004,1651.0,27.56,327.49
Guyana,2004,2387.0,27.45,289.9
Haiti,2004,1440.0,27.37,27.85
Honduras,2004,1976.0,24.68,3034.91
Hungary,2004,589.0,10.37,9940.5
India,2004,1083.0,26.11,35113.0
India,2004,1083.0,27.63,35113.0
India,2004,1083.0,26.25,35113.0
India,2004,1083.0,24.85,35113.0
India,2004,1083.0,25.25,35113.0
India,2004,1083.0,26.22,35113.0
India,2004,1083.0,26.24,35113.0
India,2004,1083.0,26.63,35113.0
India,2004,1083.0,27.23,35113.0
India,2004,1083.0,25.98,35113.0
India,2004,1083.0,26.64,35113.0
India,2004,1083.0,25.59,35113.0
India,2004,1083.0,24.85,35113.0
India,2004,1083.0,26.41,35113.0
India,2004,1083.0,26.24,35113.0
India,2004,1083.0,25.69,35113.0
India,2004,1083.0,25.32,35113.0
India,2004,1083.0,27.16,35113.0
India,2004,1083.0,24.69,35113.0
India,2004,1083.0,27.29,35113.0
India,2004,1083.0,27.29,35113.0
India,2004,1083.0,25.95,35113.0
Indonesia,2004,2702.0,25.67,1597.0
Indonesia,2004,2702.0,27.42,1597.0
Indonesia,2004,2702.0,27.32,1597.0
Indonesia,2004,2702.0,27.57,1597.0
Indonesia,2004,2702.0,26.97,1597.0
Indonesia,2004,2702.0,27.69,1597.0
Iraq,2004,216.0,23.72,828.62
Iraq,2004,216.0,20.0,828.62
Ireland,2004,1118.0,9.77,2978.49
Italy,2004,832.0,7.74,83810.0
Italy,2004,832.0,12.75,83810.0
Jamaica,2004,2051.0,27.47,909.71
Japan,2004,1668.0,16.56,64688.88
Japan,2004,1668.0,14.05,64688.88
Japan,2004,1668.0,16.54,64688.88
Japan,2004,1668.0,16.19,64688.88
Japan,2004,1668.0,16.33,64688.88
Japan,2004,1668.0,14.05,64688.88
Kazakhstan,2004,250.0,7.52,3802.92
Kazakhstan,2004,250.0,4.18,3802.92
Kenya,2004,630.0,16.92,1578.0
Latvia,2004,641.0,6.28,594.46
Lebanon,2004,661.0,19.72,1816.0
Lesotho,2004,788.0,14.91,0.3
Libya,2004,56.0,19.76,7306.63
Libya,2004,56.0,20.46,7306.63
Lithuania,2004,656.0,6.43,1023.6
Madagascar,2004,1513.0,19.87,68.01
Malawi,2004,1181.0,20.44,48.28
Malaysia,2004,2875.0,27.35,39406.48
Mali,2004,282.0,28.07,8.67
Mauritania,2004,92.0,27.81,702.5
Mauritius,2004,2041.0,24.25,697.91
Mexico,2004,758.0,16.2,26433.14
Mexico,2004,758.0,21.24,26433.14
Mexico,2004,758.0,24.92,26433.14
Mexico,2004,758.0,19.91,26433.14
Mexico,2004,758.0,22.26,26433.14
Mexico,2004,758.0,19.56,26433.14
Mexico,2004,758.0,16.84,26433.14
Mexico,2004,758.0,21.24,26433.14
Morocco,2004,346.0,18.07,15064.0
Morocco,2004,346.0,18.21,15064.0
Mozambique,2004,1032.0,21.89,572.99
Namibia,2004,285.0,21.01,56.0
Nepal,2004,1500.0,15.36,153.0
Netherlands,2004,778.0,10.27,10655.4
New Zealand,2004,1732.0,12.76,4050.0
Nicaragua,2004,2280.0,27.22,4581.73
Niger,2004,151.0,29.8,26.31
Norway,2004,1414.0,3.79,827.45
Pakistan,2004,494.0,25.55,8903.48
Pakistan,2004,494.0,23.78,8903.48
Pakistan,2004,494.0,27.94,8903.48
Pakistan,2004,494.0,23.78,8903.48
Pakistan,2004,494.0,27.5,8903.48
Pakistan,2004,494.0,25.55,8903.48
Pakistan,2004,494.0,26.96,8903.48
Pakistan,2004,494.0,19.93,8903.48
Pakistan,2004,494.0,23.78,8903.48
Papua New Guinea,2004,3142.0,25.23,105.0
Peru,2004,1738.0,17.29,8941.22
Poland,2004,600.0,8.33,8726.0
Portugal,2004,854.0,16.31,16942.0
Qatar,2004,74.0,28.2,68.0
Romania,2004,637.0,11.63,6778.2
Rwanda,2004,1212.0,19.93,159.54
Saudi Arabia,2004,59.0,26.53,3705.6
Saudi Arabia,2004,59.0,26.2,3705.6
Senegal,2004,686.0,25.38,419.97
Slovenia,2004,1162.0,10.06,1557.98
South Africa,2004,495.0,21.11,26857.0
South Africa,2004,495.0,15.49,26857.0
South Africa,2004,495.0,18.75,26857.0
South Africa,2004,495.0,15.49,26857.0
Spain,2004,636.0,17.12,47445.0
Spain,2004,636.0,12.17,47445.0
Spain,2004,636.0,17.41,47445.0
Sri Lanka,2004,1712.0,26.64,1733.07
Suriname,2004,2331.0,27.47,1214.83
Sweden,2004,624.0,7.53,1353.0
Switzerland,2004,1537.0,7.67,1390.7
Tajikistan,2004,691.0,9.24,228.5
Thailand,2004,1622.0,27.8,88548.0
Tunisia,2004,207.0,19.37,625.06
Turkey,2004,593.0,19.48,28831.0
Turkey,2004,593.0,10.99,28831.0
Turkey,2004,593.0,12.26,28831.0
Turkey,2004,593.0,14.23,28831.0
Turkey,2004,593.0,17.97,28831.0
Uganda,2004,1180.0,24.02,88.0
Ukraine,2004,565.0,8.32,15344.4
United Kingdom,2004,1220.0,9.86,31223.91
United Kingdom,2004,1220.0,10.27,31223.91
United Kingdom,2004,1220.0,10.27,31223.91
United Kingdom,2004,1220.0,8.92,31223.91
United Kingdom,2004,1220.0,10.77,31223.91
Uruguay,2004,1300.0,17.22,9017.73
Zambia,2004,1020.0,20.79,1670.0
Zimbabwe,2004,657.0,20.31,3094.08
Albania,2005,1485.0,15.67,880.64
Algeria,2005,89.0,17.19,3662.87
Angola,2005,1010.0,24.41,40.0
Argentina,2005,591.0,17.32,65437.73
Argentina,2005,591.0,17.83,65437.73
Armenia,2005,562.0,9.58,220.51
Australia,2005,534.0,16.93,34310.0
Australia,2005,534.0,20.71,34310.0
Australia,2005,534.0,12.48,34310.0
Australia,2005,534.0,14.38,34310.0
Australia,2005,534.0,18.26,34310.0
Australia,2005,534.0,18.03,34310.0
Austria,2005,1110.0,8.6,3404.0
Azerbaijan,2005,447.0,12.88,148.68
Bahamas,2005,1292.0,25.43,315.74
Bahrain,2005,83.0,26.89,12.75
Bangladesh,2005,2666.0,26.19,7605.01
Bangladesh,2005,2666.0,26.19,7605.01
Belarus,2005,618.0,6.53,8306.31
Belgium,2005,847.0,11.16,9776.0
Botswana,2005,416.0,20.42,17.0
Brazil,2005,1761.0,22.05,232232.0
Brazil,2005,1761.0,20.78,232232.0
Brazil,2005,1761.0,18.53,232232.0
Brazil,2005,1761.0,18.53,232232.0
Brazil,2005,1761.0,28.17,232232.0
Brazil,2005,1761.0,20.78,232232.0
Brazil,2005,1761.0,27.6,232232.0
Brazil,2005,1761.0,19.42,232232.0
Brazil,2005,1761.0,26.27,232232.0
Brazil,2005,1761.0,24.79,232232.0
Brazil,2005,1761.0,25.7,232232.0
Bulgaria,2005,608.0,8.58,2232.25
Burkina Faso,2005,748.0,29.18,92.21
Burundi,2005,1274.0,22.29,304.83
Cameroon,2005,1604.0,25.36,829.59
Canada,2005,537.0,7.89,36363.0
Canada,2005,537.0,9.05,36363.0
Canada,2005,537.0,5.95,36363.0
Canada,2005,537.0,5.53,36363.0
Canada,2005,537.0,7.22,36363.0
Canada,2005,537.0,8.38,36363.0
Central African Republic,2005,1342.0,25.92,22.87
Chile,2005,1522.0,13.06,9830.72
Chile,2005,1522.0,6.22,9830.72
Colombia,2005,3240.0,27.56,117881.45
Colombia,2005,3240.0,22.69,117881.45
Croatia,2005,1113.0,9.62,2053.0
Denmark,2005,703.0,9.11,3246.0
Dominican Republic,2005,1410.0,27.03,3515.56
Dominican Republic,2005,1410.0,26.9,3515.56
Ecuador,2005,2274.0,21.82,18391.23
Ecuador,2005,2274.0,17.67,18391.23
Ecuador,2005,2274.0,22.21,18391.23
Egypt,2005,51.0,21.08,5471.0
Egypt,2005,51.0,22.01,5471.0
El Salvador,2005,1784.0,26.07,1922.78
Eritrea,2005,383.0,24.85,27.63
Estonia,2005,626.0,6.04,386.0
Finland,2005,536.0,5.8,1431.04
France,2005,867.0,11.55,78265.0
Germany,2005,700.0,9.92,36386.27
Germany,2005,700.0,9.58,36386.27
Germany,2005,700.0,5.01,36386.27
Ghana,2005,1187.0,27.06,166.16
Greece,2005,652.0,17.91,12083.0
Guatemala,2005,1996.0,19.99,13506.02
Guinea,2005,1651.0,27.66,351.84
Guyana,2005,2387.0,27.71,270.78
Haiti,2005,1440.0,27.35,27.85
Honduras,2005,1976.0,24.77,3666.21
Hungary,2005,589.0,10.05,9676.0
India,2005,1083.0,25.85,35342.0
India,2005,1083.0,26.83,35342.0
India,2005,1083.0,26.28,35342.0
India,2005,1083.0,24.12,35342.0
India,2005,1083.0,25.48,35342.0
India,2005,1083.0,25.82,35342.0
India,2005,1083.0,25.72,35342.0
India,2005,1083.0,26.73,35342.0
India,2005,1083.0,27.49,35342.0
India,2005,1083.0,25.4,35342.0
India,2005,1083.0,25.77,35342.0
India,2005,1083.0,25.62,35342.0
India,2005,1083.0,24.12,35342.0
India,2005,1083.0,26.23,35342.0
India,2005,1083.0,25.72,35342.0
India,2005,1083.0,26.11,35342.0
India,2005,1083.0,25.09,35342.0
India,2005,1083.0,26.51,35342.0
India,2005,1083.0,25.07,35342.0
India,2005,1083.0,26.72,35342.0
India,2005,1083.0,26.72,35342.0
India,2005,1083.0,26.3,35342.0
Indonesia,2005,2702.0,25.59,1597.0
Indonesia,2005,2702.0,27.22,1597.0
Indonesia,2005,2702.0,27.48,1597.0
Indonesia,2005,2702.0,27.44,1597.0
Indonesia,2005,2702.0,27.11,1597.0
Indonesia,2005,2702.0,27.77,1597.0
Iraq,2005,216.0,23.58,873.01
Iraq,2005,216.0,19.96,873.01
Ireland,2005,1118.0,9.91,2624.89
Italy,2005,832.0,7.33,84647.0
Italy,2005,832.0,12.16,84647.0
Jamaica,2005,2051.0,27.34,909.71
Japan,2005,1668.0,15.75,63829.77
Japan,2005,1668.0,12.99,63829.77
Japan,2005,1668.0,15.75,63829.77
Japan,2005,1668.0,15.36,63829.77
Japan,2005,1668.0,15.36,63829.77
Japan,2005,1668.0,12.99,63829.77
Kazakhstan,2005,250.0,7.07,3666.62
Kazakhstan,2005,250.0,4.0,3666.62
Kenya,2005,630.0,17.28,1578.0
Latvia,2005,641.0,6.3,723.54
Lebanon,2005,661.0,19.68,1816.0
Lesotho,2005,788.0,14.89,0.53
Libya,2005,56.0,19.48,8314.0
Libya,2005,56.0,20.28,8314.0
Lithuania,2005,656.0,6.5,1048.5
Madagascar,2005,1513.0,20.05,114.51
Malawi,2005,1181.0,21.37,295.51
Malaysia,2005,2875.0,27.59,39406.48
Mali,2005,282.0,28.13,14.84
Mauritania,2005,92.0,28.14,1.1
Mauritius,2005,2041.0,24.16,698.23
Mexico,2005,758.0,16.7,51741.99
Mexico,2005,758.0,21.42,51741.99
Mexico,2005,758.0,25.18,51741.99
Mexico,2005,758.0,20.09,51741.99
Mexico,2005,758.0,22.95,51741.99
Mexico,2005,758.0,19.82,51741.99
Mexico,2005,758.0,16.93,51741.99
Mexico,2005,758.0,21.42,51741.99
Morocco,2005,346.0,18.18,13966.0
Morocco,2005,346.0,18.15,13966.0
Mozambique,2005,1032.0,22.27,770.88
Namibia,2005,285.0,20.46,56.0
Nepal,2005,1500.0,15.53,127.99
Netherlands,2005,778.0,10.48,10703.85
New Zealand,2005,1732.0,13.63,4058.0
Nicaragua,2005,2280.0,27.2,9391.92
Niger,2005,151.0,30.02,24.75
Norway,2005,1414.0,4.26,518.94
Pakistan,2005,494.0,24.66,7914.31
Pakistan,2005,494.0,22.8,7914.31
Pakistan,2005,494.0,27.21,7914.31
Pakistan,2005,494.0,22.8,7914.31
Pakistan,2005,494.0,26.8,7914.31
Pakistan,2005,494.0,24.66,7914.31
Pakistan,2005,494.0,26.04,7914.31
Pakistan,2005,494.0,18.75,7914.31
Pakistan,2005,494.0,22.8,7914.31
Papua New Guinea,2005,3142.0,25.51,105.0
Peru,2005,1738.0,17.02,10227.74
Poland,2005,600.0,8.43,16039.0
Portugal,2005,854.0,16.43,16353.0
Qatar,2005,74.0,28.09,68.0
Romania,2005,637.0,11.25,7565.7
Rwanda,2005,1212.0,20.29,222.92
Saudi Arabia,2005,59.0,26.47,3875.97
Saudi Arabia,2005,59.0,26.27,3875.97
Senegal,2005,686.0,25.78,465.95
Slovenia,2005,1162.0,9.62,1383.88
South Africa,2005,495.0,21.14,26857.0
South Africa,2005,495.0,16.29,26857.0
South Africa,2005,495.0,19.74,26857.0
South Africa,2005,495.0,16.29,26857.0
Spain,2005,636.0,16.69,41017.0
Spain,2005,636.0,12.26,41017.0
Spain,2005,636.0,16.97,41017.0
Sri Lanka,2005,1712.0,26.73,1742.41
Suriname,2005,2331.0,27.7,1426.37
Sweden,2005,624.0,7.72,2132.0
Switzerland,2005,1537.0,7.49,1388.3
Tajikistan,2005,691.0,8.61,235.4
Thailand,2005,1622.0,27.92,43831.0
Tunisia,2005,207.0,19.12,584.49
Turkey,2005,593.0,19.44,40332.0
Turkey,2005,593.0,11.24,40332.0
Turkey,2005,593.0,12.2,40332.0
Turkey,2005,593.0,14.23,40332.0
Turkey,2005,593.0,17.78,40332.0
Uganda,2005,1180.0,24.29,88.0
Ukraine,2005,565.0,8.39,23021.7
United Kingdom,2005,1220.0,9.9,31415.27
United Kingdom,2005,1220.0,10.24,31415.27
United Kingdom,2005,1220.0,10.24,31415.27
United Kingdom,2005,1220.0,8.85,31415.27
United Kingdom,2005,1220.0,10.63,31415.27
Uruguay,2005,1300.0,17.13,9232.47
Zambia,2005,1020.0,21.97,1670.0
Zimbabwe,2005,657.0,21.49,3129.26
Albania,2006,1485.0,15.92,943.61
Algeria,2006,89.0,18.13,4110.72
Angola,2006,1010.0,24.14,40.0
Argentina,2006,591.0,18.1,65872.12
Argentina,2006,591.0,18.35,65872.12
Armenia,2006,562.0,9.89,227.55
Australia,2006,534.0,16.75,35900.0
Australia,2006,534.0,20.17,35900.0
Australia,2006,534.0,12.51,35900.0
Australia,2006,534.0,13.99,35900.0
Australia,2006,534.0,18.99,35900.0
Australia,2006,534.0,17.75,35900.0
Austria,2006,1110.0,9.13,3415.7
Azerbaijan,2006,447.0,12.66,148.68
Bahamas,2006,1292.0,25.34,268.2
Bahrain,2006,83.0,27.15,12.12
Bangladesh,2006,2666.0,26.44,9074.43
Bangladesh,2006,2666.0,26.44,9074.43
Belarus,2006,618.0,6.6,8306.31
Belgium,2006,847.0,11.48,8244.02
Botswana,2006,416.0,18.97,17.0
Brazil,2006,1761.0,21.82,238716.0
Brazil,2006,1761.0,20.6,238716.0
Brazil,2006,1761.0,18.47,238716.0
Brazil,2006,1761.0,18.47,238716.0
Brazil,2006,1761.0,27.76,238716.0
Brazil,2006,1761.0,20.6,238716.0
Brazil,2006,1761.0,27.34,238716.0
Brazil,2006,1761.0,19.35,238716.0
Brazil,2006,1761.0,26.26,238716.0
Brazil,2006,1761.0,24.57,238716.0
Brazil,2006,1761.0,25.41,238716.0
Bulgaria,2006,608.0,9.08,2103.5
Burkina Faso,2006,748.0,28.92,109.24
Burundi,2006,1274.0,21.83,190.51
Cameroon,2006,1604.0,25.39,950.22
Canada,2006,537.0,8.66,36572.75
Canada,2006,537.0,9.83,36572.75
Canada,2006,537.0,6.95,36572.75
Canada,2006,537.0,6.3,36572.75
Canada,2006,537.0,7.85,36572.75
Canada,2006,537.0,8.31,36572.75
Central African Republic,2006,1342.0,25.85,22.87
Chile,2006,1522.0,13.19,9830.72
Chile,2006,1522.0,6.84,9830.72
Colombia,2006,3240.0,27.51,98328.63
Colombia,2006,3240.0,22.6,98328.63
Croatia,2006,1113.0,10.56,2150.0
Denmark,2006,703.0,9.74,3212.0
Dominican Republic,2006,1410.0,27.01,4116.45
Dominican Republic,2006,1410.0,27.08,4116.45
Ecuador,2006,2274.0,22.09,7953.42
Ecuador,2006,2274.0,17.6,7953.42
Ecuador,2006,2274.0,22.31,7953.42
Egypt,2006,51.0,21.15,9781.0
Egypt,2006,51.0,22.05,9781.0
El Salvador,2006,1784.0,26.14,2265.72
Eritrea,2006,383.0,24.7,27.63
Estonia,2006,626.0,6.7,452.0
Finland,2006,536.0,5.91,1645.3
France,2006,867.0,11.79,71612.0
Germany,2006,700.0,10.55,38540.15
Germany,2006,700.0,10.15,38540.15
Germany,2006,700.0,5.94,38540.15
Ghana,2006,1187.0,27.1,771.58
Greece,2006,652.0,17.78,7505.3
Guatemala,2006,1996.0,19.88,15951.27
Guinea,2006,1651.0,27.2,376.19
Guyana,2006,2387.0,27.49,343.12
Haiti,2006,1440.0,27.41,27.85
Honduras,2006,1976.0,24.88,4297.51
Hungary,2006,589.0,10.67,11523.0
India,2006,1083.0,26.34,37423.0
India,2006,1083.0,27.28,37423.0
India,2006,1083.0,26.39,37423.0
India,2006,1083.0,24.72,37423.0
India,2006,1083.0,25.42,37423.0
India,2006,1083.0,26.04,37423.0
India,2006,1083.0,26.37,37423.0
India,2006,1083.0,26.99,37423.0
India,2006,1083.0,27.47,37423.0
India,2006,1083.0,25.78,37423.0
India,2006,1083.0,26.43,37423.0
India,2006,1083.0,25.85,37423.0
India,2006,1083.0,24.72,37423.0
India,2006,1083.0,26.37,37423.0
India,2006,1083.0,26.37,37423.0
India,2006,1083.0,26.13,37423.0
India,2006,1083.0,25.31,37423.0
India,2006,1083.0,26.94,37423.0
India,2006,1083.0,24.98,37423.0
India,2006,1083.0,27.15,37423.0
India,2006,1083.0,27.15,37423.0
India,2006,1083.0,26.28,37423.0
Indonesia,2006,2702.0,25.66,1597.0
Indonesia,2006,2702.0,27.39,1597.0
Indonesia,2006,2702.0,27.21,1597.0
Indonesia,2006,2702.0,27.55,1597.0
Indonesia,2006,2702.0,26.98,1597.0
Indonesia,2006,2702.0,27.55,1597.0
Iraq,2006,216.0,23.82,824.14
Iraq,2006,216.0,20.12,824.14
Ireland,2006,1118.0,10.0,2766.64
Italy,2006,832.0,8.15,74349.0
Italy,2006,832.0,12.87,74349.0
Jamaica,2006,2051.0,27.58,909.71
Japan,2006,1668.0,15.87,65248.26
Japan,2006,1668.0,13.28,65248.26
Japan,2006,1668.0,15.92,65248.26
Japan,2006,1668.0,15.43,65248.26
Japan,2006,1668.0,15.45,65248.26
Japan,2006,1668.0,13.28,65248.26
Kazakhstan,2006,250.0,7.65,3926.27
Kazakhstan,2006,250.0,3.88,3926.27
Kenya,2006,630.0,16.92,1578.0
Latvia,2006,641.0,6.95,743.57
Lebanon,2006,661.0,19.59,1816.0
Lesotho,2006,788.0,14.18,5.25
Libya,2006,56.0,19.48,4847.0
Libya,2006,56.0,20.64,4847.0
Lithuania,2006,656.0,6.98,1197.0
Madagascar,2006,1513.0,20.09,109.39
Malawi,2006,1181.0,20.63,202.35
Malaysia,2006,2875.0,27.29,39406.48
Mali,2006,282.0,27.62,11.87
Mauritania,2006,92.0,27.82,1.7
Mauritius,2006,2041.0,24.32,623.96
Mexico,2006,758.0,16.37,50891.95
Mexico,2006,758.0,21.5,50891.95
Mexico,2006,758.0,25.35,50891.95
Mexico,2006,758.0,20.3,50891.95
Mexico,2006,758.0,23.33,50891.95
Mexico,2006,758.0,19.53,50891.95
Mexico,2006,758.0,17.23,50891.95
Mexico,2006,758.0,21.5,50891.95
Montenegro,2006,241.0,10.56,0.55
Morocco,2006,346.0,18.38,13697.0
Morocco,2006,346.0,18.51,13697.0
Mozambique,2006,1032.0,21.68,891.54
Namibia,2006,285.0,19.42,56.0
Nepal,2006,1500.0,15.92,128.73
Netherlands,2006,778.0,10.97,10461.35
New Zealand,2006,1732.0,13.04,4388.0
Nicaragua,2006,2280.0,27.35,6889.26
Niger,2006,151.0,29.78,21.12
Norway,2006,1414.0,4.43,696.34
Pakistan,2006,494.0,25.17,6925.13
Pakistan,2006,494.0,23.28,6925.13
Pakistan,2006,494.0,27.29,6925.13
Pakistan,2006,494.0,23.28,6925.13
Pakistan,2006,494.0,26.73,6925.13
Pakistan,2006,494.0,25.17,6925.13
Pakistan,2006,494.0,26.46,6925.13
Pakistan,2006,494.0,19.53,6925.13
Pakistan,2006,494.0,23.28,6925.13
Papua New Guinea,2006,3142.0,25.04,105.0
Peru,2006,1738.0,17.61,12074.5
Poland,2006,600.0,8.64,17101.0
Portugal,2006,854.0,16.84,15702.0
Qatar,2006,74.0,28.12,68.0
Romania,2006,637.0,11.63,6733.2
Rwanda,2006,1212.0,20.02,288.72
Saudi Arabia,2006,59.0,26.42,4046.34
Saudi Arabia,2006,59.0,26.24,4046.34
Senegal,2006,686.0,25.32,511.93
Slovenia,2006,1162.0,10.56,1280.98
South Africa,2006,495.0,20.86,26857.0
South Africa,2006,495.0,15.26,26857.0
South Africa,2006,495.0,18.42,26857.0
South Africa,2006,495.0,15.26,26857.0
Spain,2006,636.0,17.81,39767.0
Spain,2006,636.0,13.06,39767.0
Spain,2006,636.0,17.97,39767.0
Sri Lanka,2006,1712.0,26.56,1751.75
Suriname,2006,2331.0,27.34,1483.84
Sweden,2006,624.0,8.3,2220.0
Switzerland,2006,1537.0,8.19,1359.04
Tajikistan,2006,691.0,8.97,241.9
Thailand,2006,1622.0,27.92,41220.0
Tunisia,2006,207.0,19.82,543.93
Turkey,2006,593.0,19.44,27421.0
Turkey,2006,593.0,11.12,27421.0
Turkey,2006,593.0,11.96,27421.0
Turkey,2006,593.0,14.11,27421.0
Turkey,2006,593.0,17.71,27421.0
Uganda,2006,1180.0,23.95,88.0
Ukraine,2006,565.0,7.88,28832.6
United Kingdom,2006,1220.0,10.02,22588.09
United Kingdom,2006,1220.0,10.58,22588.09
United Kingdom,2006,1220.0,10.58,22588.09
United Kingdom,2006,1220.0,9.1,22588.09
United Kingdom,2006,1220.0,11.1,22588.09
Uruguay,2006,1300.0,17.13,9143.45
Zambia,2006,1020.0,21.05,1670.0
Zimbabwe,2006,657.0,20.7,3164.45
Albania,2007,1485.0,16.67,1006.57
Algeria,2007,89.0,17.42,5390.79
Angola,2007,1010.0,24.24,40.0
Argentina,2007,591.0,16.71,81582.64
Argentina,2007,591.0,17.14,81582.64
Armenia,2007,562.0,9.44,241.71
Australia,2007,534.0,17.49,32446.25
Australia,2007,534.0,20.31,32446.25
Australia,2007,534.0,12.83,32446.25
Australia,2007,534.0,14.99,32446.25
Australia,2007,534.0,18.84,32446.25
Australia,2007,534.0,18.02,32446.25
Austria,2007,1110.0,10.03,3526.6
Azerbaijan,2007,447.0,12.75,148.68
Bahamas,2007,1292.0,25.71,268.2
Bahrain,2007,83.0,27.13,16.25
Bangladesh,2007,2666.0,25.95,10962.31
Bangladesh,2007,2666.0,25.95,10962.31
Belarus,2007,618.0,7.51,8306.31
Belgium,2007,847.0,11.52,6712.05
Botswana,2007,416.0,19.71,17.0
Brazil,2007,1761.0,22.19,304031.0
Brazil,2007,1761.0,20.93,304031.0
Brazil,2007,1761.0,18.66,304031.0
Brazil,2007,1761.0,18.66,304031.0
Brazil,2007,1761.0,27.92,304031.0
Brazil,2007,1761.0,20.93,304031.0
Brazil,2007,1761.0,27.32,304031.0
Brazil,2007,1761.0,19.05,304031.0
Brazil,2007,1761.0,25.95,304031.0
Brazil,2007,1761.0,24.78,304031.0
Brazil,2007,1761.0,25.44,304031.0
Bulgaria,2007,608.0,10.23,1974.75
Burkina Faso,2007,748.0,28.96,292.05
Burundi,2007,1274.0,21.28,412.66
Cameroon,2007,1604.0,25.49,918.88
Canada,2007,537.0,7.42,45140.03
Canada,2007,537.0,9.14,45140.03
Canada,2007,537.0,5.25,45140.03
Canada,2007,537.0,4.96,45140.03
Canada,2007,537.0,7.07,45140.03
Canada,2007,537.0,7.72,45140.03
Central African Republic,2007,1342.0,25.88,22.87
Chile,2007,1522.0,12.31,9830.72
Chile,2007,1522.0,5.51,9830.72
Colombia,2007,3240.0,27.45,82439.06
Colombia,2007,3240.0,22.48,82439.06
Croatia,2007,1113.0,11.31,2015.0
Denmark,2007,703.0,9.87,3336.0
Dominican Republic,2007,1410.0,27.08,5689.8
Dominican Republic,2007,1410.0,27.12,5689.8
Ecuador,2007,2274.0,21.68,14156.16
Ecuador,2007,2274.0,17.44,14156.16
Ecuador,2007,2274.0,21.99,14156.16
Egypt,2007,51.0,21.51,9105.0
Egypt,2007,51.0,22.36,9105.0
El Salvador,2007,1784.0,26.02,1940.78
Eritrea,2007,383.0,24.7,27.63
